,Fall,College,Total,Male,Female,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
3076,2004,LAS,32,16,16,22,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6,26.0
3077,2004,LAS,20,9,11,6,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4,16.0
3078,2004,LAS,62,24,38,41,11.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55,7.0
3079,2004,LAS,63,28,35,47,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,5.0
3080,2004,LAS,4,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0
3081,2004,LAS,997,430,565,632,199.0,61.0,51.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,935,62.0
3082,2000,LAS,13,4,9,9,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,12.0
3083,2001,LAS,25,10,15,17,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5,20.0
3084,2002,LAS,33,14,19,24,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8,25.0
3085,2003,LAS,36,17,19,25,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9,27.0
3086,2000,LAS,22,15,7,17,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6,16.0
3087,2001,LAS,20,11,9,15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6,14.0
3088,2002,LAS,14,8,6,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,9.0
3089,2003,LAS,8,6,2,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,7.0
3090,2000,LAS,8,5,3,2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,6.0
3091,2001,LAS,11,6,5,2,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,10.0
3092,2002,LAS,16,9,7,2,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,15.0
3093,2003,LAS,18,9,9,4,2.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2,16.0
3094,1980,LAS,139,83,56,121,3.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,80,59.0
3095,1981,LAS,161,91,70,146,3.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,107,54.0
3096,1982,LAS,175,92,83,140,10.0,1.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,121,54.0
3097,1983,LAS,182,106,76,151,5.0,2.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,125,57.0
3098,1984,LAS,175,94,81,142,9.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,122,53.0
3099,1985,LAS,167,87,80,143,7.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,117,50.0
3100,1986,LAS,163,87,76,135,6.0,2.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,109,54.0
3101,1987,LAS,139,67,72,114,5.0,1.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,90,49.0
3102,1988,LAS,133,71,62,104,8.0,2.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,85,48.0
3103,1989,LAS,138,75,63,101,14.0,1.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,89,49.0
3104,1990,LAS,141,92,49,99,13.0,1.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,89,52.0
3105,1991,LAS,153,96,57,103,14.0,2.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,102,51.0
3106,1992,LAS,159,91,68,103,16.0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,100,59.0
3107,1993,LAS,200,121,79,131,30.0,3.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,137,63.0
3108,1994,LAS,152,84,68,103,23.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,92,60.0
3109,1995,LAS,136,73,63,95,14.0,1.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,71,65.0
3110,1996,LAS,127,69,58,92,13.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,68,59.0
3111,1997,LAS,114,62,52,82,10.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,60,54.0
3112,1998,LAS,103,63,40,77,7.0,1.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,53,50.0
3113,1999,LAS,59,34,25,40,4.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,26,33.0
3114,2000,LAS,27,16,11,16,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3.0
3115,2001,LAS,26,10,16,17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2.0
3116,2002,LAS,24,9,15,15,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,3.0
3117,2003,LAS,22,10,12,15,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0
3118,2001,LAS,136,43,93,91,22.0,6.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,119,17.0
3119,2002,LAS,192,69,123,130,30.0,5.0,17.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,172,20.0
3120,2003,LAS,158,67,91,115,24.0,3.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,136,22.0
3121,2001,LAS,165,66,99,98,38.0,22.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153,12.0
3122,2002,LAS,483,203,280,297,110.0,32.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,459,24.0
3123,2003,LAS,598,257,341,361,125.0,50.0,39.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,563,35.0
3124,2004,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3125,2018,LAS,12,9,3,5,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1,11.0
3126,2017,LAS,16,11,5,5,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1,15.0
3127,2016,LAS,28,21,7,9,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,3,25.0
3128,2015,LAS,46,37,9,12,6.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,5,41.0
3129,2014,LAS,54,41,13,13,6.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,5,49.0
3130,2013,LAS,54,41,13,13,4.0,0.0,2.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,4,50.0
3131,2012,LAS,67,53,14,18,5.0,0.0,2.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,8,59.0
3132,2011,LAS,70,55,15,18,5.0,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,8,62.0
3133,2010,LAS,65,53,12,16,4.0,0.0,2.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,7,58.0
3134,2009,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3135,2009,LAS,69,54,15,17,6.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,6,63.0
3136,2008,LAS,3,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
3137,2008,LAS,72,54,18,15,5.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,3,69.0
3138,2007,LAS,67,48,19,12,3.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,2,65.0
3139,2006,LAS,59,44,15,14,5.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2,57.0
3140,2005,LAS,68,47,21,17,7.0,1.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,5,63.0
3141,2004,LAS,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
3142,2004,LAS,70,48,22,17,9.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,6,64.0
3143,1980,LAS,21,18,3,17,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8,13.0
3144,1981,LAS,25,19,6,16,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9,16.0
3145,1982,LAS,26,20,6,17,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10,16.0
3146,1983,LAS,26,19,7,11,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6,20.0
3147,1984,LAS,29,22,7,10,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7,22.0
3148,1985,LAS,31,26,5,13,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,9,22.0
3149,1986,LAS,34,27,7,13,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,9,25.0
3150,1987,LAS,34,28,6,13,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,9,25.0
3151,1988,LAS,37,32,5,13,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6,31.0
3152,1989,LAS,43,34,9,14,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10,33.0
3153,1990,LAS,45,30,15,14,5.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8,37.0
3154,1991,LAS,47,29,18,11,8.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10,37.0
3155,1992,LAS,49,29,20,14,8.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12,37.0
3156,1993,LAS,52,31,21,13,8.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,10,42.0
3157,1994,LAS,44,28,16,15,5.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,9,35.0
3158,1995,LAS,50,32,18,17,5.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17,33.0
3159,1996,LAS,39,24,15,13,2.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,12,27.0
3160,1997,LAS,48,32,16,15,5.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12,36.0
3161,1998,LAS,44,28,16,15,5.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,10,34.0
3162,1999,LAS,49,34,15,14,7.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,7,42.0
3163,2000,LAS,53,38,15,13,8.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,8,45.0
3164,2001,LAS,56,41,15,10,9.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,7,49.0
3165,2002,LAS,54,40,14,11,7.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,6,48.0
3166,2003,LAS,67,47,20,16,8.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,6,61.0
3167,2018,LAS,43,32,11,10,4.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,5.0,5,38.0
3168,2018,LAS,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
3169,2017,LAS,32,26,6,7,4.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,6,26.0
3170,2017,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
3171,2016,LAS,19,14,5,3,3.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,4,15.0
3172,2016,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
3173,2015,LAS,8,3,5,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1,7.0
3174,2018,ACES,10,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1,9.0
3175,2017,ACES,4,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2,2.0
3176,2018,Media,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3177,2017,Media,12,8,4,5,1.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,10,2.0
3178,2016,Media,58,24,34,36,4.0,9.0,5.0,0.0,1.0,2.0,1.0,11.0,0.0,2.0,6.0,51,7.0
3179,2015,Media,100,35,65,58,6.0,15.0,10.0,0.0,1.0,5.0,4.0,18.0,1.0,2.0,10.0,86,14.0
3180,2014,Media,144,51,93,83,7.0,22.0,17.0,0.0,1.0,6.0,7.0,26.0,1.0,2.0,11.0,122,22.0
3181,2013,Media,179,61,118,98,15.0,36.0,16.0,0.0,0.0,4.0,9.0,39.0,1.0,0.0,0.0,150,29.0
3182,2012,Media,149,57,92,87,8.0,26.0,16.0,0.0,0.0,5.0,6.0,29.0,2.0,0.0,0.0,126,23.0
3183,2011,Media,157,55,102,101,9.0,24.0,10.0,0.0,0.0,4.0,8.0,26.0,1.0,0.0,0.0,132,25.0
3184,2010,Media,136,41,95,87,10.0,21.0,7.0,0.0,0.0,3.0,6.0,23.0,0.0,0.0,0.0,116,20.0
3185,2009,Media,154,42,112,100,9.0,31.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136,18.0
3186,2008,Media,138,38,100,94,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,12.0
3187,2007,Media,75,25,50,56,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,4.0
3188,2006,Media,84,32,52,56,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,4.0
3189,2005,Media,79,30,49,47,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,5.0
3190,2004,Media,68,27,41,42,7.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2.0
3191,1981,Media,38,17,21,32,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0
3192,1982,Media,39,18,21,0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39.0
3193,1983,Media,47,21,26,42,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1.0
3194,1984,Media,41,14,27,0,1.0,1.0,38.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,39.0
3195,1985,Media,49,10,39,0,4.0,0.0,41.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,47.0
3196,1986,Media,50,10,40,43,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1.0
3197,1987,Media,46,10,36,42,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1.0
3198,1988,Media,54,10,44,51,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,3.0
3199,1989,Media,65,14,51,58,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,6.0
3200,1990,Media,56,21,35,46,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,7.0
3201,1991,Media,49,18,31,37,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,2.0
3202,1992,Media,68,16,52,43,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,4.0
3203,1993,Media,68,21,47,50,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,6.0
3204,1994,Media,70,24,46,54,3.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66,4.0
3205,1995,Media,72,30,42,52,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,5.0
3206,1996,Media,78,28,50,52,10.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,3.0
3207,1997,Media,76,22,54,49,7.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,5.0
3208,1998,Media,81,23,58,52,9.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,4.0
3209,1999,Media,77,20,57,48,9.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,3.0
3210,2000,Media,67,18,49,44,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,4.0
3211,2001,Media,76,21,55,54,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,4.0
3212,2002,Media,75,22,53,51,3.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,4.0
3213,2003,Media,63,22,41,40,3.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,2.0
3214,1980,Education,33,13,20,31,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1.0
3215,1981,Education,25,3,22,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0
3216,1982,Education,31,5,26,27,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0
3217,1983,Education,36,8,28,32,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2.0
3218,1984,Education,34,11,23,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1.0
3219,1985,Education,29,5,24,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0
3220,1986,Education,21,3,18,18,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0
3221,1987,Education,13,2,11,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0
3222,1988,Education,13,4,9,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0
3223,1989,Education,19,5,14,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
3224,1990,Education,16,7,9,13,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0
3225,1991,Education,12,5,7,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0
3226,1992,Education,9,4,5,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0
3227,1993,Education,4,3,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
3228,2002,Education,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3229,2003,Education,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3230,2003,Business,46,25,21,2,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,3,43.0
3231,1981,Business,436,307,129,345,12.0,3.0,4.0,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,317,119.0
3232,1982,Business,377,267,110,295,9.0,3.0,2.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,273,104.0
3233,1983,Business,345,258,87,248,7.0,3.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,233,112.0
3234,2003,Business,390,138,252,291,42.0,21.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,359,31.0
3235,2003,Business,86,26,60,69,7.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,81,5.0
3236,2003,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3237,2003,Business,39,31,8,25,3.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33,6.0
3238,2003,Business,157,108,49,78,37.0,10.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,133,24.0
3239,2003,Business,67,49,18,39,4.0,13.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,61,6.0
3240,2003,Business,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
3241,2003,Business,326,229,97,113,21.0,8.0,4.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,118,208.0
3242,2003,Business,48,24,24,14,0.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7,41.0
3243,2003,Business,35,23,12,18,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,3.0
3244,1981,Business,851,429,422,740,18.0,69.0,15.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,827,24.0
3245,1982,Business,770,374,396,671,13.0,58.0,16.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,743,27.0
3246,1983,Business,686,315,371,583,18.0,58.0,17.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,662,24.0
3247,1980,Business,409,302,107,325,9.0,7.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,305,104.0
3248,1984,Business,339,244,95,235,6.0,4.0,3.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,229,110.0
3249,1985,Business,315,229,86,204,14.0,5.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,224,91.0
3250,1985,Business,60,39,21,30,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,21,39.0
3251,1986,Business,334,242,92,216,17.0,3.0,4.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,229,105.0
3252,1986,Business,65,44,21,28,2.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,23,42.0
3253,1987,Business,330,248,82,238,21.0,4.0,5.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,240,90.0
3254,1987,Business,75,52,23,29,4.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,23,52.0
3255,1988,Business,344,255,89,267,16.0,7.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,275,69.0
3256,1988,Business,99,77,22,24,5.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,21,78.0
3257,1989,Business,381,272,109,294,21.0,6.0,5.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,294,87.0
3258,1989,Business,124,96,28,27,3.0,2.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,21,103.0
3259,1990,Business,389,291,98,296,26.0,6.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,294,95.0
3260,1990,Business,126,86,40,26,1.0,5.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,21,105.0
3261,1991,Business,421,320,101,285,25.0,7.0,4.0,1.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,286,135.0
3262,1991,Business,135,92,43,30,0.0,5.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,22,113.0
3263,1992,Business,202,89,113,150,15.0,19.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,187,15.0
3264,1992,Business,469,255,214,353,42.0,41.0,23.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,433,36.0
3265,1992,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
3266,1992,Business,3,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
3267,1992,Business,2,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
3268,1992,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3269,1992,Business,570,414,156,332,25.0,24.0,4.0,1.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,330,240.0
3270,1992,Business,128,88,40,27,2.0,6.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,20,108.0
3271,1993,Business,239,107,132,175,22.0,23.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,224,15.0
3272,1993,Business,334,182,152,246,33.0,27.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,303,31.0
3273,1993,Business,5,4,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
3274,1993,Business,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3275,1993,Business,27,13,14,15,4.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23,4.0
3276,1993,Business,19,17,2,16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
3277,1993,Business,4,0,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0
3278,1993,Business,553,388,165,265,23.0,29.0,8.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,260,293.0
3279,1993,Business,119,79,40,26,2.0,5.0,1.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,12,107.0
3280,1994,Business,259,122,137,183,29.0,25.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,238,21.0
